W01001294,W06000024,1549,Cyfarthfa 4,Cyfarthfa 4,,
W01001295,W06000024,1542,Dowlais 1,Dowlais 1,,
W01001296,W06000024,1543,Dowlais 2,Dowlais 2,,
W01001297,W06000024,1544,Dowlais 3,Dowlais 3,,
W01001298,W06000024,1545,Dowlais 4,Dowlais 4,,
W01001299,W06000024,1553,Gurnos 1,Gurnos 1,,
W01001300,W06000024,1554,Gurnos 2,Gurnos 2,,
W01001301,W06000024,1555,Gurnos 3,Gurnos 3,,
W01001302,W06000024,1532,Ynyswen 1,Merthyr Vale 1,,
W01001303,W06000024,1533,Ynyswen 2,Merthyr Vale 2,,
W01001304,W06000024,1534,Ynyswen 3,Merthyr Vale 3,,
W01001305,W06000024,1550,Parc 1,Park 1,,
W01001306,W06000024,1551,Parc 2,Park 2,,
W01001307,W06000024,1525,Parc 3,Park 3,,
W01001308,W06000024,1556,Penydarren 1,Penydarren 1,,
W01001309,W06000024,1557,Penydarren 2,Penydarren 2,,
W01001310,W06000024,1546,Penydarren 3,Penydarren 3,,
W01001311,W06000024,1547,Penydarren 4,Penydarren 4,,
W01001312,W06000024,1535,Plymouth (Merthyr Tudful) 1,Plymouth (Merthyr Tydfil) 1,,
W01001313,W06000024,1536,Plymouth (Merthyr Tudful) 2,Plymouth (Merthyr Tydfil) 2,,
W01001314,W06000024,1527,Plymouth (Merthyr Tudful) 3,Plymouth (Merthyr Tydfil) 3,,
W01001315,W06000024,1526,Y Dref 1,Town 1,,
W01001316,W06000024,1528,Y Dref 2,Town 2,,
W01001317,W06000024,1529,Y Dref 3,Town 3,,
W01001318,W06000024,1530,Y Dref 4,Town 4,,
W01001319,W06000024,1538,Treharris 1,Treharris 1,,
W01001320,W06000024,1539,Treharris 2,Treharris 2,,
W01001321,W06000024,1540,Treharris 3,Treharris 3,,
W01001322,W06000024,1541,Treharris 4,Treharris 4,,
W01001324,W06000024,1552,Faenor 2,Vaynor 2,,
W01001325,W06000018,1571,Aberbargod 1,Aberbargoed 1,,
W01001326,W06000018,1572,Aberbargod 2,Aberbargoed 2,,
W01001327,W06000018,1601,Abercarn 1,Abercarn 1,,
W01001328,W06000018,1602,Abercarn 2,Abercarn 2,,
W01001329,W06000018,1603,Abercarn 3,Abercarn 3,,
W01001330,W06000018,1635,Cwm Aber 1,Aber Valley 1,,
W01001331,W06000018,1636,Cwm Aber 2,Aber Valley 2,,
W01001332,W06000018,1637,Cwm Aber 3,Aber Valley 3,,
W01001333,W06000018,1638,Cwm Aber 4,Aber Valley 4,,
W01001334,W06000018,1578,Argoed (Caerffili) 1,Argoed (Caerphilly) 1,,
W01001335,W06000018,1579,Argoed (Caerffili) 2,Argoed (Caerphilly) 2,,
W01001336,W06000018,1574,Bargod 1,Bargoed 1,,
W01001337,W06000018,1575,Bargod 2,Bargoed 2,,
W01001338,W06000018,1576,Bargod 3,Bargoed 3,,
W01001339,W06000018,1577,Bargod 4,Bargoed 4,,
W01001340,W06000018,1645,Bedwas Tretomos a Machen 1,Bedwas Trethomas and Machen 1,,
W01001341,W06000018,1646,Bedwas Tretomos a Machen 2,Bedwas Trethomas and Machen 2,,
W01001342,W06000018,1649,Bedwas Tretomos a Machen 3,Bedwas Trethomas and Machen 3,,
W01001343,W06000018,1650,Bedwas Tretomos a Machen 4,Bedwas Trethomas and Machen 4,,
W01001344,W06000018,1647,Bedwas Tretomos a Machen 5,Bedwas Trethomas and Machen 5,,
W01001345,W06000018,1651,Bedwas Tretomos a Machen 6,Bedwas Trethomas and Machen 6,,
W01001346,W06000018,1648,Bedwas Tretomos a Machen 7,Bedwas Trethomas and Machen 7,,
W01001347,W06000018,1580,Coed Duon 1,Blackwood 1,,
W01001348,W06000018,1588,Coed Duon 2,Blackwood 2,,
W01001349,W06000018,1589,Coed Duon 3,Blackwood 3,,
W01001350,W06000018,1590,Coed Duon 4,Blackwood 4,,
W01001351,W06000018,1581,Coed Duon 5,Blackwood 5,,
W01001352,W06000018,1615,Cefn Fforest 1,Cefn Fforest 1,,
W01001353,W06000018,1616,Cefn Fforest 2,Cefn Fforest 2,,
W01001354,W06000018,1604,Crosskeys 1,Crosskeys 1,,
W01001355,W06000018,1605,Crosskeys 2,Crosskeys 2,,
W01001356,W06000018,1582,Crymlyn 1,Crumlin 1,,
W01001357,W06000018,1583,Crymlyn 2,Crumlin 2,,
W01001358,W06000018,1584,Crymlyn 3,Crumlin 3,,
W01001359,W06000018,1585,Crymlyn 4,Crumlin 4,,
W01001360,W06000018,1566,Cwm Darran 1,Darren Valley 1,,
W01001361,W06000018,1567,Cwm Darran 2,Darren Valley 2,,
W01001362,W06000018,1573,Gilfach,Gilfach,,
W01001363,W06000018,1625,Hengoed (Caerffili) 1,Hengoed (Caerphilly) 1,,
W01001364,W06000018,1626,Hengoed (Caerffili) 2,Hengoed (Caerphilly) 2,,
W01001365,W06000018,1627,Hengoed (Caerffili) 3,Hengoed (Caerphilly) 3,,
W01001366,W06000018,1639,Llanbradach 1,Llanbradach 1,,
W01001367,W06000018,1640,Llanbradach 2,Llanbradach 2,,
W01001368,W06000018,1641,Llanbradach 3,Llanbradach 3,,
W01001369,W06000018,1628,Maes-y-cwmwr,Maesycwmmer,,
W01001370,W06000018,1659,Morgan Jones 1,Morgan Jones 1,,
W01001371,W06000018,1653,Morgan Jones 2,Morgan Jones 2,,
W01001372,W06000018,1654,Morgan Jones 3,Morgan Jones 3,,
W01001373,W06000018,1655,Morgan Jones 4,Morgan Jones 4,,
W01001374,W06000018,1560,Moria 1,Moriah 1,,
W01001375,W06000018,1561,Moria 2,Moriah 2,,
W01001376,W06000018,1562,Moria 3,Moriah 3,,
W01001377,W06000018,1629,Nelson 1,Nelson 1,,
W01001378,W06000018,1630,Nelson 2,Nelson 2,,
W01001379,W06000018,1631,Nelson 3,Nelson 3,,
W01001380,W06000018,1597,Trecelyn 1,Newbridge 1,,
W01001381,W06000018,1598,Trecelyn 2,Newbridge 2,,
W01001382,W06000018,1599,Trecelyn 3,Newbridge 3,,
W01001383,W06000018,1600,Trecelyn 4,Newbridge 4,,
W01001384,W06000018,1568,Tredegar Newydd 1,New Tredegar 1,,
W01001385,W06000018,1569,Tredegar Newydd 2,New Tredegar 2,,
W01001386,W06000018,1570,Tredegar Newydd 3,New Tredegar 3,,
W01001387,W06000018,1617,Pengam 1,Pengam 1,,
W01001388,W06000018,1618,Pengam 2,Pengam 2,,
W01001389,W06000018,1619,Pengam 3,Pengam 3,,
W01001390,W06000018,1586,Penmaen 1,Penmaen 1,,
W01001391,W06000018,1587,Penmaen 2,Penmaen 2,,
W01001392,W06000018,1591,Penmaen 3,Penmaen 3,,
W01001393,W06000018,1642,Pen-yr-heol (Caerffili) 1,Penyrheol (Caerphilly) 1,,
W01001394,W06000018,1660,Pen-yr-heol (Caerffili) 2,Penyrheol (Caerphilly) 2,,
W01001395,W06000018,1661,Pen-yr-heol (Caerffili) 3,Penyrheol (Caerphilly) 3,,
W01001396,W06000018,1662,Pen-yr-heol (Caerffili) 4,Penyrheol (Caerphilly) 4,,
W01001397,W06000018,1643,Pen-yr-heol (Caerffili) 5,Penyrheol (Caerphilly) 5,,
W01001398,W06000018,1664,Pen-yr-heol (Caerffili) 6,Penyrheol (Caerphilly) 6,,
W01001399,W06000018,1663,Pen-yr-heol (Caerffili) 7,Penyrheol (Caerphilly) 7,,
W01001400,W06000018,1644,Pen-yr-heol (Caerffili) 8,Penyrheol (Caerphilly) 8,,
W01001401,W06000018,1592,Pontllan-fraith 1,Pontllanfraith 1,,
W01001402,W06000018,1593,Pontllan-fraith 2,Pontllanfraith 2,,
W01001403,W06000018,1594,Pontllan-fraith 3,Pontllanfraith 3,,
W01001404,W06000018,1595,Pontllan-fraith 4,Pontllanfraith 4,,
W01001405,W06000018,1596,Pontllan-fraith 5,Pontllanfraith 5,,
W01001406,W06000018,1563,Pontlotyn,Pontlottyn,,
W01001407,W06000018,1608,Rhisga Dwyrain 1,Risca East 1,,
W01001408,W06000018,1609,Rhisga Dwyrain 2,Risca East 2,,
W01001409,W06000018,1610,Rhisga Dwyrain 3,Risca East 3,,
W01001410,W06000018,1611,Rhisga Dwyrain 4,Risca East 4,,
W01001411,W06000018,1612,Rhisga Gorllewin 1,Risca West 1,,
W01001412,W06000018,1613,Rhisga Gorllewin 2,Risca West 2,,
W01001413,W06000018,1614,Rhisga Gorllewin 3,Risca West 3,,
W01001414,W06000018,1620,Catwg Sant 1,St. Cattwg 1,,
W01001415,W06000018,1621,Catwg Sant 2,St. Cattwg 2,,
W01001416,W06000018,1622,Catwg Sant 3,St. Cattwg 3,,
W01001417,W06000018,1623,Catwg Sant 4,St. Cattwg 4,,
W01001418,W06000018,1624,Catwg Sant 5,St. Cattwg 5,,
W01001419,W06000018,1652,Sant Iago 1,St. James 1,,
W01001420,W06000018,1656,Sant Iago 2,St. James 2,,
W01001421,W06000018,1657,Sant Iago 3,St. James 3,,
W01001422,W06000018,1658,Sant Iago 4,St. James 4,,
W01001423,W06000018,1665,Sant Martin 1,St. Martins 1,,
W01001424,W06000018,1666,Sant Martin 2,St. Martins 2,,
W01001425,W06000018,1667,Sant Martin 3,St. Martins 3,,
W01001426,W06000018,1668,Sant Martin 4,St. Martins 4,,
W01001427,W06000018,1669,Sant Martin 5,St. Martins 5,,
W01001428,W06000018,1564,Twyn Carno 1,Twyn Carno 1,,
W01001429,W06000018,1565,Twyn Carno 2,Twyn Carno 2,,
W01001430,W06000018,1606,Ynys-ddu 1,Ynysddu 1,,
W01001431,W06000018,1607,Ynys-ddu 2,Ynysddu 2,,
W01001432,W06000018,1632,Ystrad Mynach 1,Ystrad Mynach 1,,
W01001433,W06000018,1633,Ystrad Mynach 2,Ystrad Mynach 2,,
W01001434,W06000018,1634,Ystrad Mynach 3,Ystrad Mynach 3,,
W01001435,W06000019,1707,Abertyleri 1,Abertillery 1,,
W01001436,W06000019,1708,Abertyleri 2,Abertillery 2,,
W01001437,W06000019,1709,Abertyleri 3,Abertillery 3,,
W01001438,W06000019,1685,Badminton 1,Badminton 1,,
W01001439,W06000019,1686,Badminton 2,Badminton 2,,
W01001440,W06000019,1671,Cendl 1,Beaufort 1,,
W01001441,W06000019,1672,Cendl 2,Beaufort 2,,
W01001442,W06000019,1673,Cendl 3,Beaufort 3,,
W01001443,W06000019,1690,Blaenau 1,Blaina 1,,
W01001444,W06000019,1691,Blaenau 2,Blaina 2,,
W01001445,W06000019,1692,Blaenau 3,Blaina 3,,
W01001446,W06000019,1676,Brynmawr 1,Brynmawr 1,,
W01001447,W06000019,1677,Brynmawr 2,Brynmawr 2,,
W01001448,W06000019,1678,Brynmawr 3,Brynmawr 3,,
W01001449,W06000019,1679,Brynmawr 4,Brynmawr 4,,
W01001450,W06000019,1701,Cwm 1,Cwm 1,,
W01001451,W06000019,1702,Cwm 2,Cwm 2,,
W01001452,W06000019,1703,Cwm 3,Cwm 3,,
W01001453,W06000019,1710,Cwmtyleri 1,Cwmtillery 1,,
W01001454,W06000019,1711,Cwmtyleri 2,Cwmtillery 2,,
W01001455,W06000019,1712,Cwmtyleri 3,Cwmtillery 3,,
W01001456,W06000019,1687,Glynebwy Gogledd 1,Ebbw Vale North 1,,
W01001457,W06000019,1688,Glynebwy Gogledd 2,Ebbw Vale North 2,,
W01001458,W06000019,1689,Glynebwy Gogledd 3,Ebbw Vale North 3,,
W01001459,W06000019,1704,Glynebwy De 1,Ebbw Vale South 1,,
W01001460,W06000019,1705,Glynebwy De 2,Ebbw Vale South 2,,
W01001461,W06000019,1706,Glynebwy De 3,Ebbw Vale South 3,,
W01001462,W06000019,1696,Georgetown 1,Georgetown 1,,
W01001463,W06000019,1697,Georgetown 2,Georgetown 2,,
W01001464,W06000019,1713,Llanhiledd 1,Llanhilleth 1,,
W01001465,W06000019,1714,Llanhiledd 2,Llanhilleth 2,,
W01001466,W06000019,1715,Llanhiledd 3,Llanhilleth 3,,
W01001467,W06000019,1693,Nantyglo 1,Nantyglo 1,,
W01001468,W06000019,1694,Nantyglo 2,Nantyglo 2,,
W01001469,W06000019,1695,Nantyglo 3,Nantyglo 3,,
W01001470,W06000019,1674,Rasa 1,Rassau 1,,
W01001471,W06000019,1675,Rasa 2,Rassau 2,,
W01001472,W06000019,1680,Sirhywi 1,Sirhowy 1,,
W01001473,W06000019,1681,Sirhywi 2,Sirhowy 2,,
W01001474,W06000019,1682,Sirhywi 3,Sirhowy 3,,
W01001475,W06000019,1683,Sirhywi 4,Sirhowy 4,,
W01001476,W06000019,1716,Six Bells 1,Six Bells 1,,
W01001477,W06000019,1717,Six Bells 2,Six Bells 2,,
W01001478,W06000019,1698,Tredegar Canol a Gorllewin 1,Tredegar Central and West 1,,
W01001479,W06000019,1699,Tredegar Canol a Gorllewin 2,Tredegar Central and West 2,,
W01001480,W06000019,1684,Tredegar Canol a Gorllewin 3,Tredegar Central and West 3,,
W01001481,W06000019,1700,Tredegar Canol a Gorllewin 4,Tredegar Central and West 4,,
W01001482,W06000020,1723,Abersychan 1,Abersychan 1,,
W01001483,W06000020,1724,Abersychan 2,Abersychan 2,,
W01001484,W06000020,1725,Abersychan 3,Abersychan 3,,
W01001485,W06000020,1726,Abersychan 4,Abersychan 4,,
W01001486,W06000020,1727,Abersychan 5,Abersychan 5,,
W01001487,W06000020,1719,Blaenafon 1,Blaenavon 1,,
W01001488,W06000020,1720,Blaenafon 2,Blaenavon 2,,
W01001489,W06000020,1721,Blaenafon 3,Blaenavon 3,,
W01001490,W06000020,1722,Blaenafon 4,Blaenavon 4,,
W01001491,W06000020,1732,Bryn-wern,Brynwern,,
W01001492,W06000020,1775,Coed Efa,Coed Eva,,
W01001493,W06000020,1747,Croesyceiliog Gogledd 1,Croesyceiliog North 1,,
W01001494,W06000020,1748,Croesyceiliog Gogledd 2,Croesyceiliog North 2,,
W01001495,W06000020,1749,Croesyceiliog De,Croesyceiliog South,,
W01001496,W06000020,1733,Cwmynysgoi,Cwmyniscoy,,
W01001497,W06000020,1770,Fairwater (Tor-faen) 1,Fairwater (Torfaen) 1,,
W01001498,W06000020,1771,Fairwater (Tor-faen) 2,Fairwater (Torfaen) 2,,
W01001499,W06000020,1772,Fairwater (Tor-faen) 3,Fairwater (Torfaen) 3,,
W01001500,W06000020,1773,Fairwater (Tor-faen) 4,Fairwater (Torfaen) 4,,
W01001501,W06000020,1760,Greenmeadow 1,Greenmeadow 1,,
W01001502,W06000020,1774,Greenmeadow 2,Greenmeadow 2,,
W01001503,W06000020,1761,Greenmeadow 3,Greenmeadow 3,,
W01001504,W06000020,1751,Llantarnam 1,Llantarnam 1,,
W01001505,W06000020,1752,Llantarnam 2,Llantarnam 2,,
W01001506,W06000020,1765,Llantarnam 3,Llantarnam 3,,
W01001507,W06000020,1750,Llanyrafon Gogledd,Llanyrafon North,,
W01001508,W06000020,1753,Llanyrafon De 1,Llanyrafon South 1,,
W01001509,W06000020,1754,Llanyrafon De 2,Llanyrafon South 2,,
W01001510,W06000020,1738,New Inn 1,New Inn 1,,
W01001511,W06000020,1739,New Inn 2,New Inn 2,,
W01001512,W06000020,1740,New Inn 3,New Inn 3,,
W01001513,W06000020,1741,New Inn 4,New Inn 4,,
W01001514,W06000020,1742,Pant-teg 1,Panteg 1,,
W01001515,W06000020,1743,Pant-teg 2,Panteg 2,,
W01001516,W06000020,1744,Pant-teg 3,Panteg 3,,
W01001517,W06000020,1745,Pant-teg 4,Panteg 4,,
W01001518,W06000020,1746,Pant-teg 5,Panteg 5,,
W01001519,W06000020,1755,Pontnewydd 1,Pontnewydd 1,,
W01001520,W06000020,1756,Pontnewydd 2,Pontnewydd 2,,
W01001521,W06000020,1757,Pontnewydd 3,Pontnewydd 3,,
W01001522,W06000020,1758,Pontnewydd 4,Pontnewydd 4,,
W01001523,W06000020,1734,Pontnewynydd,Pontnewynydd,,
W01001524,W06000020,1735,Pont-y-pwl,Pontypool,,
W01001525,W06000020,1728,St. Cadocs/Penygarn,St. Cadocs and Penygarn,,
W01001526,W06000020,1766,St. Dials 1,St. Dials 1,,
W01001527,W06000020,1767,St. Dials 2,St. Dials 2,,
W01001528,W06000020,1768,St. Dials 3,St. Dials 3,,
W01001529,W06000020,1729,Snatchwood,Snatchwood,,
W01001530,W06000020,1730,Trefddyn 1,Trevethin 1,,
W01001531,W06000020,1731,Trefddyn 2,Trevethin 2,,
W01001532,W06000020,1769,Two Locks 1,Two Locks 1,,
W01001533,W06000020,1776,Two Locks 2,Two Locks 2,,
W01001534,W06000020,1777,Two Locks 3,Two Locks 3,,
W01001535,W06000020,1778,Two Locks 4,Two Locks 4,,
W01001536,W06000020,1762,Cwmbr?n Uchaf 1,Upper Cwmbran 1,,
W01001537,W06000020,1759,Cwmbr?n Uchaf 1,Upper Cwmbran 2,,
W01001538,W06000020,1763,Cwmbr?n Uchaf 2,Upper Cwmbran 3,,
W01001539,W06000020,1764,Cwmbr?n Uchaf 1,Upper Cwmbran 4,,
W01001540,W06000020,1736,Wainfelin 1,Wainfelin 1,,
W01001541,W06000020,1737,Wainfelin 2,Wainfelin 2,,
W01001542,W06000021,1797,Caer-went,Caerwent,,
W01001543,W06000021,1798,Castell Cil-y-coed 1,Caldicot Castle 1,,
W01001545,W06000021,1811,Cantref 1,Cantref 1,,
W01001546,W06000021,1816,Cantref 2,Cantref 2,,
W01001548,W06000021,1812,Crucornau Fawr,Crucorney,,
W01001549,W06000021,1786,Devauden,Devauden,,
W01001551,W06000021,1801,Llanddewi a Green Lane 2,Dewstow & Green Lane 2,,
W01001552,W06000021,1825,Dixton gydag Oxbaston,Dixton with Osbaston,,
W01001553,W06000021,1826,Drybridge 1,Drybridge 1,,
W01001554,W06000021,1827,Drybridge 2,Drybridge 2,,
W01001555,W06000021,1780,Goetre Fawr 1,Goetre Fawr 1,,
W01001556,W06000021,1781,Goetre Fawr 2,Goetre Fawr 2,,
W01001557,W06000021,1813,Grofield,Grofield,,
W01001558,W06000021,1817,Lansdown,Lansdown,,
W01001559,W06000021,1792,Larkfield,Larkfield,,
W01001560,W06000021,1782,Llanbadog,Llanbadoc,,
W01001561,W06000021,1820,Bryn Llanelli 1,Llanelly Hill 1,,
W01001562,W06000021,1821,Bryn Llanelli 2,Llanelly Hill 2,,
W01001563,W06000021,1822,Bryn Llanelli 3,Llanelly Hill 3,,
W01001564,W06000021,1823,Castell a Llanfoist Fawr,Castle & Llanfoist Fawr,,
W01001565,W06000021,1783,Llangybi Fawr,Llangybi Fawr,,
W01001566,W06000021,1831,Llanofer 1,Llanover 1,,
W01001567,W06000021,1832,Llanofer 2,Llanover 2,,
W01001568,W06000021,1833,Llandeilo Gresynni,Llantilio Crossenny,,
W01001569,W06000021,1824,Llanwenarth Tu Draw,Llanwenarth Ultra,,
W01001571,W06000021,1814,Y Maerdy 2,Mardy 2,,
W01001572,W06000021,1806,Mill 1,Mill 1,,
W01001573,W06000021,1807,Mill 2,Mill 2,,
W01001574,W06000021,1808,Mill 3,Mill 3,,
W01001575,W06000021,1834,Llanfihangel Troddi,Mitchel Troy,,
W01001576,W06000021,1828,Overmonnow 1,Overmonnow 1,,
W01001577,W06000021,1829,Overmonnow 2,Overmonnow 2,,
W01001578,W06000021,1799,Porth Sgiwed,Portskewett,,
W01001579,W06000021,1815,Y Priordy 1,Priory 1,,
W01001580,W06000021,1818,Y Priordy 2,Priory 2,,
W01001581,W06000021,1835,Rhaglan,Raglan,,
W01001582,W06000021,1809,Rogiet,Rogiet,,
W01001583,W06000021,1787,St. Arvans,St. Arvans,,
W01001584,W06000021,1793,St. Christopher's,St. Christopher's,,
W01001585,W06000021,1788,St. Kingsmark 1,St. Kingsmark 1,,
W01001586,W06000021,1789,St. Kingsmark 2,St. Kingsmark 2,,
W01001587,W06000021,1794,St. Mary's,St. Mary's,,
W01001588,W06000021,1802,Hafren 1,Severn 1,,
W01001589,W06000021,1803,Hafren 2,Severn 2,,
W01001590,W06000021,1800,Drenewydd Gelli-farch,Shirenewton,,
W01001591,W06000021,1810,The Elms,The Elms,,
W01001592,W06000021,1795,Thornwell 1,Thornwell 1,,
W01001593,W06000021,1796,Thornwell 2,Thornwell 2,,
W01001594,W06000021,1790,Tryleg Unedig 1,Trellech United 1,,
W01001595,W06000021,1791,Tryleg Unedig 2,Trellech United 2,,
W01001596,W06000021,1784,Brynbuga 1,Usk 1,,
W01001597,W06000021,1785,Brynbuga 2,Usk 2,,
W01001598,W06000021,1804,West End,West End,,
W01001599,W06000021,1830,Wyesham,Wyesham,,
W01001600,W06000022,1876,Allt-yr-ynn 1,Allt-yr-yn 1,,
W01001601,W06000022,1871,Allt-yr-ynn 2,Allt-yr-yn 2,,
W01001602,W06000022,1877,Allt-yr-ynn 3,Allt-yr-yn 3,,
W01001603,W06000022,1878,Allt-yr-ynn 4,Allt-yr-yn 4,,
W01001604,W06000022,1879,Allt-yr-ynn 5,Allt-yr-yn 5,,
W01001605,W06000022,1880,Allt-yr-ynn 6,Allt-yr-yn 6,,
W01001606,W06000022,1852,Alway 1,Alway 1,,
W01001607,W06000022,1903,Alway 2,Alway 2,,
W01001608,W06000022,1853,Alway 3,Alway 3,,
W01001609,W06000022,1904,Alway 4,Alway 4,,
W01001610,W06000022,1905,Alway 5,Alway 5,,
W01001611,W06000022,1893,Alway 6,Alway 6,,
W01001612,W06000022,1894,Beechwood 1,Beechwood 1,,
W01001613,W06000022,1895,Beechwood 2,Beechwood 2,,
W01001614,W06000022,1848,Beechwood 3,Beechwood 3,,
W01001615,W06000022,1849,Beechwood 4,Beechwood 4,,
W01001616,W06000022,1850,Beechwood 5,Beechwood 5,,
W01001617,W06000022,1865,Betws (Casnewydd) 1,Bettws (Newport) 1,,
W01001618,W06000022,1866,Betws (Casnewydd) 2,Bettws (Newport) 2,,
W01001619,W06000022,1867,Betws (Casnewydd) 3,Bettws (Newport) 3,,
W01001620,W06000022,1868,Betws (Casnewydd) 4,Bettws (Newport) 4,,
W01001621,W06000022,1869,Betws (Casnewydd) 5,Bettws (Newport) 5,,
W01001622,W06000022,1870,Betws (Casnewydd) 6,Bettws (Newport) 6,,
W01001623,W06000022,1837,Caerllion 1,Caerleon 1,,
W01001624,W06000022,1838,Caerllion 2,Caerleon 2,,
W01001625,W06000022,1839,Caerllion 3,Caerleon 3,,
W01001626,W06000022,1840,Caerllion 4,Caerleon 4,,
W01001627,W06000022,1841,Caerllion 5,Caerleon 5,,
W01001628,W06000022,1842,Caerllion 6,Caerleon 6,,
W01001629,W06000022,1919,Y Gaer 1,Gaer 1,,
W01001630,W06000022,1920,Y Gaer 2,Gaer 2,,
W01001631,W06000022,1921,Y Gaer 3,Gaer 3,,
W01001632,W06000022,1922,Y Gaer 4,Gaer 4,,
W01001633,W06000022,1923,Y Gaer 5,Gaer 5,,
W01001634,W06000022,1924,Y Gaer 6,Gaer 6,,
W01001635,W06000022,1915,Y Graig (Casnewydd) 1,Graig (Newport) 1,,
W01001636,W06000022,1927,Y Graig (Casnewydd) 2,Graig (Newport) 2,,
W01001637,W06000022,1916,Y Graig (Casnewydd) 3,Graig (Newport) 3,,
W01001638,W06000022,1917,Y Graig (Casnewydd) 4,Graig (Newport) 4,,
W01001639,W06000022,1843,Langstone 1,Langstone 1,,
W01001640,W06000022,1844,Langstone 2,Langstone 2,,
W01001641,W06000022,1845,Langstone 3,Langstone 3,,
W01001642,W06000022,1898,Liswerry 1,Liswerry 1,,
W01001643,W06000022,1899,Liswerry 2,Liswerry 2,,
W01001644,W06000022,1900,Liswerry 3,Liswerry 3,,
W01001645,W06000022,1906,Liswerry 4,Liswerry 4,,
W01001646,W06000022,1907,Liswerry 5,Liswerry 5,,
W01001647,W06000022,1908,Liswerry 6,Liswerry 6,,
W01001648,W06000022,1909,Liswerry 7,Liswerry 7,,
W01001649,W06000022,1846,Llan-wern 1,Llanwern 1,,
W01001650,W06000022,1847,Llan-wern 2,Llanwern 2,,
W01001651,W06000022,1860,Malpas 1,Malpas 1,,
W01001652,W06000022,1861,Malpas 2,Malpas 2,,
W01001653,W06000022,1862,Malpas 3,Malpas 3,,
W01001654,W06000022,1863,Malpas 4,Malpas 4,,
W01001655,W06000022,1864,Malpas 5,Malpas 5,,
W01001657,W06000022,1928,Maerun 2,Marshfield 2,,
W01001658,W06000022,1929,Maerun 3,Marshfield 3,,
W01001659,W06000022,1884,Pilgwenlli 1,Pillgwenlly 1,,
W01001660,W06000022,1885,Pilgwenlli 2,Pillgwenlly 2,,
W01001661,W06000022,1886,Pilgwenlli 3,Pillgwenlly 3,,
W01001662,W06000022,1887,Pilgwenlli 4,Pillgwenlly 4,,
W01001663,W06000022,1854,Ringland 1,Ringland 1,,
W01001664,W06000022,1856,Ringland 2,Ringland 2,,
W01001665,W06000022,1855,Ringland 3,Ringland 3,,
W01001666,W06000022,1857,Ringland 4,Ringland 4,,
W01001667,W06000022,1858,Ringland 5,Ringland 5,,
W01001668,W06000022,1859,Ringland 6,Ringland 6,,
W01001669,W06000022,1910,Ty Du 1,Rogerstone 1,,
W01001670,W06000022,1911,Ty Du 2,Rogerstone 2,,
W01001671,W06000022,1918,Ty Du 3,Rogerstone 3,,
W01001672,W06000022,1912,Ty Du 4,Rogerstone 4,,
W01001673,W06000022,1913,Ty Du 5,Rogerstone 5,,
W01001674,W06000022,1914,Ty Du 6,Rogerstone 6,,
W01001675,W06000022,1888,Sain Silian 1,St. Julians 1,,
W01001676,W06000022,1889,Sain Silian 2,St. Julians 2,,
W01001677,W06000022,1890,Sain Silian 3,St. Julians 3,,
W01001678,W06000022,1851,Sain Silian 4,St. Julians 4,,
W01001679,W06000022,1891,Sain Silian 5,St. Julians 5,,
W01001680,W06000022,1892,Sain Silian 6,St. Julians 6,,
W01001681,W06000022,1872,Shaftesbury 1,Shaftesbury 1,,
W01001682,W06000022,1873,Shaftesbury 2,Shaftesbury 2,,
W01001683,W06000022,1874,Shaftesbury 3,Shaftesbury 3,,
W01001684,W06000022,1875,Shaftesbury 4,Shaftesbury 4,,
W01001685,W06000022,1881,Stow Hill 1,Stow Hill 1,,
W01001686,W06000022,1882,Stow Hill 2,Stow Hill 2,,
W01001687,W06000022,1883,Stow Hill 3,Stow Hill 3,,
W01001688,W06000022,1925,Parc Tredegar 1,Tredegar Park 1,,
W01001689,W06000022,1926,Parc Tredegar 2,Tredegar Park 2,,
W01001690,W06000022,1901,Victoria 1,Victoria 1,,
W01001691,W06000022,1896,Victoria 2,Victoria 2,,
W01001692,W06000022,1897,Victoria 3,Victoria 3,,
W01001693,W06000022,1902,Victoria 4,Victoria 4,,
W01001694,W06000015,1334,Adamsdown 1,Adamsdown 1,,
W01001695,W06000015,1335,Adamsdown 2,Adamsdown 2,,
W01001696,W06000015,1336,Adamsdown 3,Adamsdown 3,,
W01001697,W06000015,1337,Adamsdown 4,Adamsdown 4,,
W01001698,W06000015,1338,Adamsdown 5,Adamsdown 5,,
W01001699,W06000015,1361,Butetown 1,Butetown 1,,
W01001702,W06000015,1307,Caerau (Caerdydd) 1,Caerau (Cardiff) 1,,
W01001703,W06000015,1308,Caerau (Caerdydd) 2,Caerau (Cardiff) 2,,
W01001704,W06000015,1299,Caerau (Caerdydd) 3,Caerau (Cardiff) 3,,
W01001705,W06000015,1309,Caerau (Caerdydd) 4,Caerau (Cardiff) 4,,
W01001706,W06000015,1300,Caerau (Caerdydd) 5,Caerau (Cardiff) 5,,
W01001707,W06000015,1301,Caerau (Caerdydd) 6,Caerau (Cardiff) 6,,
W01001708,W06000015,1310,Caerau (Caerdydd) 7,Caerau (Cardiff) 7,,
W01001709,W06000015,1277,Treganna 1,Canton 1,,
W01001710,W06000015,1278,Treganna 2,Canton 2,,
W01001711,W06000015,1279,Treganna 3,Canton 3,,
W01001712,W06000015,1280,Treganna 4,Canton 4,,
